Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,January,February,March,April,May,June
Bosnia and Herzegovina,43.9159,17.6791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0,2.0,1.0,7.0,3.0,0.0,17.0,21.0,11.0,22.0,28.0,10.0,54.0,13.0,30.0,17.0,24.0,43.0,18.0,9.0,34.0,56.0,23.0,25.0,53.0,54.0,32.0,35.0,23.0,28.0,17.0,28.0,24.0,46.0,30.0,56.0,17.0,26.0,6.0,99.0,47.0,8.0,54.0,60.0,44.0,64.0,19.0,81.0,28.0,58.0,35.0,39.0,18.0,48.0,18.0,16.0,25.0,23.0,37.0,22.0,28.0,31.0,26.0,22.0,0.0,0.0,17.0,710.0,1135.0,48.0
Botswana,-22.3285,24.6849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,15.0,3.0
Brazil,-14.235,-51.9253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,114.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,2873.0,10980.0,0.0,0.0,0.0,8104.0,0.0,861.0,2327.0,1255.0,1082.0,1505.0,992.0,990.0,1402.0,1588.0,1803.0,2104.0,2898.0,2054.0,2824.0,2406.0,3149.0,3980.0,3947.0,2388.0,3272.0,2427.0,5213.0,5827.0,1055.0,5491.0,4702.0,4450.0,6337.0,6335.0,9889.0,9277.0,9470.0,7157.0,7324.0,3922.0,4760.0,8054.0,10957.0,11872.0,11416.0,5663.0,4525.0,12558.0,0.0,0.0,127.0,35808.0,170620.0,17083.0
Brunei,4.5353,114.7277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,14.0,9.0,4.0,7.0,7.0,4.0,9.0,1.0,7.0,9.0,3.0,6.0,1.0,7.0,5.0,2.0,1.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,79.0,14.0,0.0
Bulgaria,42.7339,25.4858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,3.0,0.0,3.0,5.0,5.0,4.0,3.0,2.0,3.0,0.0,6.0,6.0,8.0,6.0,3.0,10.0,24.0,17.0,19.0,12.0,8.0,6.0,3.0,4.0,16.0,7.0,0.0,8.0,1.0,16.0,21.0,23.0,10.0,11.0,21.0,13.0,21.0,18.0,24.0,17.0,21.0,22.0,17.0,15.0,23.0,32.0,14.0,28.0,25.0,14.0,34.0,38.0,43.0,42.0,39.0,32.0,22.0,18.0,32.0,53.0,51.0,48.0,10.0,16.0,33.0,0.0,0.0,17.0,249.0,808.0,49.0
Burkina Faso,12.2383,-1.5616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,3.0,0.0,2.0,9.0,2.0,8.0,1.0,14.0,4.0,0.0,16.0,24.0,18.0,19.0,7.0,12.0,0.0,9.0,6.0,0.0,16.0,49.0,31.0,37.0,27.0,17.0,19.0,5.0,27.0,21.0,15.0,17.0,11.0,16.0,7.0,22.0,8.0,11.0,18.0,5.0,5.0,3.0,7.0,7.0,4.0,3.0,8.0,7.0,4.0,4.0,0.0,3.0,9.0,40.0,8.0,0.0,9.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,474.0,214.0,0.0
Burma,21.9162,95.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,11.0,0.0,4.0,6.0,6.0,6.0,0.0,1.0,12.0,5.0,1.0,4.0,2.0,2.0,3.0,5.0,5.0,7.0,1.0,4.0,3.0,4.0,0.0,8.0,4.0,2.0,1.0,1.0,2.0,0.0,4.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,27.0,111.0,5.0
Burundi,-3.3731,29.9189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,29.0,0.0
Cabo Verde,16.5388,-23.0418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,14.0,0.0,15.0,4.0,0.0,1.0,0.0,6.0,12.0,0.0,2.0,0.0,3.0,6.0,0.0,17.0,0.0,1.0,0.0,0.0,10.0,0.0,47.0,13.0,0.0,0.0,0.0,0.0,0.0,12.0,26.0,0.0,44.0,0.0,0.0,0.0,4.0,189.0,44.0
Cambodia,11.55,104.9167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,2.0,8.0,0.0,2.0,2.0,9.0,1.0,15.0,0.0,3.0,5.0,5.0,-1.0,10.0,3.0,2.0,0.0,14.0,5.0,2.0,0.0,5.0,2.0,2.0,3.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,96.0,4.0,0.0
Cameroon,3.848,11.5021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,26.0,17.0,0.0,38.0,0.0,0.0,0.0,32.0,35.0,-1.0,0.0,13.0,128.0,0.0,24.0,68.0,271.0,0.0,29.0,89.0,19.0,110.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,47.0,2.0,0.0,230.0,233.0,59.0,0.0,19.0,10.0,14.0,0.0,0.0,0.0,0.0,28.0,213.0,14.0,0.0,43.0,0.0,131.0,0.0,0.0,1330.0,242.0,0.0,61.0,47.0,0.0,0.0,5.0,929.0,2634.0,108.0
Canada,56.1304,-106.3468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,73.0,1.0,72.0,210.0,0.0,0.0,1126.0,-268.0,411.0,440.0,402.0,435.0,244.0,535.0,363.0,1008.0,693.0,734.0,534.0,635.0,452.0,756.0,732.0,847.0,419.0,883.0,696.0,645.0,1266.0,307.0,388.0,864.0,870.0,1385.0,963.0,1096.0,1097.0,1340.0,1050.0,1107.0,1109.0,976.0,1178.0,1076.0,979.0,1023.0,847.0,898.0,1048.0,1122.0,927.0,804.0,924.0,731.0,688.0,818.0,724.0,938.0,877.0,710.0,680.0,653.0,701.0,896.0,713.0,944.0,612.0,696.0,878.0,634.0,0.0,6.0,1586.0,19832.0,27789.0,1512.0
Central African Republic,6.6111,20.9394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0
Chad,15.4542,18.7322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,14.0,0.0,6.0,0.0,0.0,4.0,0.0,7.0,0.0,3.0,0.0,0.0,23.0,2.0,5.0,5.0,23.0,6.0,0.0,22.0,38.0,9.0,10.0,8.0,11.0,29.0,59.0,56.0,54.0,31.0,26.0,21.0,48.0,23.0,0.0,0.0,0.0,33.0,458.0,71.0
Chile,-35.6751,-71.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,9.0,5.0,0.0,21.0,18.0,14.0,81.0,0.0,78.0,101.0,92.0,101.0,90.0,110.0,170.0,217.0,159.0,297.0,293.0,195.0,308.0,279.0,291.0,362.0,322.0,414.0,303.0,338.0,293.0,417.0,418.0,523.0,419.0,278.0,303.0,383.0,347.0,523.0,438.0,554.0,469.0,374.0,295.0,479.0,475.0,496.0,507.0,445.0,493.0,520.0,740.0,790.0,959.0,1400.0,1199.0,952.0,1342.0,997.0,1488.0,1350.0,1204.0,1602.0,1154.0,1613.0,2625.0,2575.0,2483.0,1833.0,2296.0,2219.0,-23621.0,0.0,0.0,156.0,8424.0,34147.0,-21402.0
China,1083.3367,3684.4197000000004,28.0,2.0,6.0,3.0,10.0,9.0,43.0,19.0,15.0,79.0,61.0,188.0,151.0,229.0,272.0,362.0,522.0,597.0,623.0,699.0,718.0,446.0,1135.0,1760.0,1321.0,1457.0,1707.0,1744.0,1756.0,2052.0,690.0,3995.0,488.0,1828.0,2661.0,2408.0,2846.0,3399.0,2991.0,2842.0,2692.0,2596.0,2551.0,2291.0,1652.0,1595.0,1849.0,1416.0,1377.0,1463.0,1257.0,1295.0,1464.0,1357.0,893.0,888.0,957.0,780.0,731.0,591.0,505.0,452.0,466.0,493.0,408.0,539.0,380.0,482.0,341.0,283.0,199.0,160.0,195.0,186.0,261.0,103.0,100.0,157.0,112.0,112.0,86.0,79.0,83.0,161.0,111.0,90.0,-849.0,62.0,76.0,55.0,54.0,62.0,122.0,126.0,66.0,102.0,97.0,48.0,52.0,49.0,50.0,13.0,98.0,108.0,78.0,59.0,48.0,16.0,134.0,40.0,31.0,24.0,24.0,15.0,20.0,12.0,13.0,4.0,0.0,0.0,0.0,22.0,3.0,8.0,9.0,6.0,9.0,4.0,11.0,4.0,3.0,9.0,2.0,214.0,39106.0,36886.0,2317.0,866.0,11.0
Colombia,4.5709,-74.2973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,5.0,16.0,8.0,16.0,0.0,30.0,3.0,0.0,12.0,23.0,51.0,23.0,17.0,56.0,49.0,35.0,98.0,98.0,84.0,0.0,77.0,93.0,0.0,66.0,57.0,76.0,64.0,66.0,77.0,58.0,143.0,28.0,112.0,115.0,56.0,85.0,206.0,135.0,152.0,124.0,145.0,136.0,120.0,146.0,162.0,225.0,102.0,127.0,164.0,152.0,147.0,206.0,175.0,144.0,143.0,298.0,249.0,246.0,600.0,21.0,555.0,248.0,97.0,1352.0,1305.0,0.0,0.0,31.0,1408.0,5593.0,2657.0
Comoros,-11.6455,43.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,1.0
Congo (Brazzaville),-4.0383,21.7587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,20.0,0.0,0.0,34.0,0.0,0.0,0.0,23.0,22.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,19.0,160.0,0.0
Congo (Kinshasa),-4.0383,21.7587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,3.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,1.0,8.0,10.0,2.0,1.0,1.0,1.0,0.0,6.0,3.0,14.0,2.0,0.0,0.0,5.0,10.0,2.0,11.0,27.0,0.0,6.0,5.0,5.0,2.0,9.0,55.0,58.0,0.0,2.0,18.0,12.0,1.0,9.0,0.0,5.0,20.0,3.0,25.0,16.0,19.0,28.0,20.0,6.0,28.0,0.0,0.0,2.0,71.0,375.0,34.0
Costa Rica,9.7489,-83.7534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,2.0,3.0,2.0,6.0,5.0,1.0,12.0,7.0,7.0,6.0,4.0,1.0,7.0,14.0,9.0,15.0,12.0,26.0,30.0,16.0,20.0,26.0,22.0,23.0,19.0,17.0,15.0,17.0,17.0,14.0,13.0,14.0,15.0,17.0,16.0,19.0,21.0,16.0,3.0,7.0,8.0,7.0,9.0,14.0,10.0,2.0,5.0,10.0,8.0,7.0,13.0,8.0,6.0,5.0,7.0,7.0,5.0,11.0,7.0,6.0,0.0,0.0,4.0,334.0,331.0,13.0
Cote d'Ivoire,7.54,-5.5471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,6.0,4.0,6.0,12.0,4.0,0.0,7.0,4.0,0.0,6.0,27.0,4.0,25.0,0.0,32.0,47.0,46.0,21.0,0.0,43.0,7.0,49.0,60.0,0.0,49.0,31.0,26.0,32.0,17.0,23.0,25.0,31.0,40.0,8.0,20.0,21.0,12.0,15.0,25.0,24.0,2.0,82.0,28.0,12.0,45.0,17.0,36.0,10.0,33.0,17.0,46.0,42.0,31.0,38.0,29.0,16.0,24.0,44.0,15.0,50.0,32.0,34.0,0.0,0.0,7.0,567.0,861.0,66.0
